title,date,star,text
vous faite croire aux gens pour ma part…,2021-02-11T11:09:14Z,1,vous faite croire aux gens pour ma part je trouve que vous et pas serieux du tout pourtant j été pret et le pire c'est que je trouve un contrat et c'est un engagement et pas le contraire en tout cas pour moi je trouve que vous ete pas du tout serieux voila dans ce cas n envoyer pas de contrat aux gens dans ce cas la moi j aurrais rembourser mon credit je suis pas comme d autres moi je c'est pourquoi vous avez pas voulu c est parsque je gagne pas assez voila le pourquoi en touts cas je vais porter plainte pour abus de confiance contre vous méme si sa me coute bcp de temp et jepeut vous le dire une simple chose c'est que sa vas couter bcp plus que 2000 euros de créditpour vous car vous lisez pas vos contrats dans les petits carractére as ce que je voit
À mon avis très intéressant,2021-02-11T09:59:09Z,5,Date de l'expérience:11 février 2021
rapide et efficace,2021-02-11T09:54:50Z,5,Date de l'expérience:11 février 2021
une demande de pret acceptee sans…,2021-02-11T08:44:57Z,5,une demande de pret acceptee sans complications une fois toutes les pieces necessaires fournies dans un delai tres brefs des personnes a mon ecoute bon organisme de credit a conseiller
Bonne organisation .réponses…,2021-02-11T08:33:23Z,5,Bonne organisation .réponses rapides.suivi de dossier impeccable
"Bon dialogue avec les agents COFIDIS,et…",2021-02-11T08:29:07Z,4,"Bon dialogue avec les agents COFIDIS,et demande traitée rapidement."
rien a redire temps d attente tres…,2021-02-11T08:23:14Z,5,rien a redire temps d attente tres raisonnableconseillere a l ecoute et tres competente.reaction mails ou courrier tres rapide.je suis entierement satisfais
professionnalisme des conseillers et…,2021-02-11T08:18:49Z,5,professionnalisme des conseillers et pertinents dans leur réponse
Echanges excellents avec vos…,2021-02-11T07:53:05Z,5,Echanges excellents avec vos collaborateurs
Personnel très professionnel,2021-02-11T07:36:34Z,5,Date de l'expérience:11 février 2021
Tres bon contacte et traitementrapide…,2021-02-11T06:56:11Z,5,Tres bon contacte et traitementrapide je suis tees satisfaite
Très grandprofessionnalisme,2021-02-11T05:25:42Z,5,"Très grandprofessionnalisme. Une très grande clarté, bravo ."
Cofidis,2021-02-11T03:05:18Z,5,"très content de Cofidis, on est bien informer, pour quoi que ce soit, pour sur la demande de financement, l'accord etc... accueil avec un conseillé ok, je recommande vivement merci à Cofidis"
Simple et rapide,2021-02-11T01:45:51Z,4,"Réponse rapide le jours même ou le lendemain au plus tard. Mail écrit de manière : court , simple et efficace !Demande de crédit , demande validé suite au justificatif transmis, date effective le jour de la signature , puis 8jours pour la durée l’égal de rétractation. Un mail pour nous informer la demande validée, puis un mail 8jrs de rétraction passer nous notifiant que le virement sera effectué .Pour finir j’ai reçu le jour même encore un mail pour me dire que le virement a été fait (compter 3-5jrs ouvrés) mail reçu un samedi virement effectuer , puis un autre mail que le virement était partis la veille. Étant à la banque populaire , par mon plus grand étonnement mon compte était déjà crédité le Lundi matin avant 9h"
Un grand bravo à toute l'équipe de…,2021-02-10T23:12:40Z,5,"Un grand bravo à toute l'équipe de Cofidis, et merci pour leur professionnalisme, l'écoute, et tous leurs précieux conseils ! Je recommande vivement Cofidis !!"
Bonne écoute,2021-02-10T22:36:47Z,5,"Bonne écoute, rapide dans le traitement de la demande de crédit."
Jamais déçue par cofidis il propose des…,2021-02-10T22:09:23Z,5,Jamais déçue par cofidis il propose des crédits adapté à nos besoins
Rapide et efficace,2021-02-10T21:49:57Z,5,Rapide et efficaceA recommander
Rapide et très compréhensif,2021-02-10T21:24:43Z,5,"Rapide et très compréhensif, ils suffit d'avoir tout ses documents et informations à transmettre, ils font le reste, et si nous avons des questions précises ils s'efforcent d'y répondre dans les plus bref délais."
Demande faite par internet,2021-02-10T21:21:31Z,5,"Demande faite par internet, et en un seul clic j'ai reçu une première réponse de principe, en me demandant d'envoyer mes documents par mail, et cela ne m'a pas pris plus de temps que cela. Je suivais mon dossier en ligne avec toute les étapes. Par la suite en même pas deux jours, je reçois une réponse positive en m'expliquant que je vais recevoir l'argent dans les huit jours suivant la réponse, mais en vérifiant mon compte bancaire 24h après le message je vois que la somme demandée a déjà été versé sur mon compte. Merci aux conseillers de Cofidis pour leur professionnalisme et leur savoir-faire."
👍🏻👍🏻👍🏻,2021-02-10T21:00:54Z,5,Date de l'expérience:10 février 2021
25% de taux d'interêt une mafia,2021-02-10T20:20:51Z,1,"25% de taux d'interêt une mafia, une arnaque"
Trecontentmercipourvotreaide,2021-02-10T19:03:11Z,5,Bonjourje suistrèsheureus de vôtreconfianceque vous me donner merci
Grâce à Cofidis j'ai pu passer mon…,2021-02-10T18:48:41Z,5,"Grâce à Cofidis j'ai pu passer mon permis et m'acheter une voiture suite à la panne de mon premier véhicule. Voilà un an que Cofidis me fait confiance, là où ma banque chez qui je suis depuis plus de dix ans m'a toujours refusé tous les crédits que je demande. Et pourtant je suis largement plus que solvable. Je ne peux que remercier et recommander Cofidis."
tres content de votreaimabilite et du…,2021-02-10T18:00:27Z,5,tres content de votreaimabilite et du servicemerci
personnel très a l écoute simplicité…,2021-02-10T17:55:40Z,5,personnel très a l écoute simplicité pour effectuer une demande tout estclair pas de fausses promesses et virement fait sou huit jours je recommande cet organismecordialement guinle
Rapide et efficace,2021-02-10T17:46:19Z,5,Date de l'expérience:10 février 2021
Un service sérieux et aussi présent,2021-02-10T17:44:40Z,5,Un service sérieux et aussi présent. Repondant rapidement aux besoins de ses clients. Jamais j’aurais pensé à cette rapidité de traitement de dossier. J’ai eu mon versement mais vraiment rapidement que je ne pensais. Je recommande fortement cofidis pour tous vos besoins. Merci
J’ai été très bien accompagné par mon…,2021-02-10T17:44:05Z,5,J’ai été très bien accompagné par mon interlocutrice
Service efficace,2021-02-10T17:35:17Z,5,"Service efficace, rapide, clair et à l'écoute du client"
Très bon relation avec les services…,2021-02-10T17:29:18Z,5,Très bon relation avec les services clients. Merci COFIDIS
Bonne communication,2021-02-10T17:24:09Z,4,"Bonne communication, résultat satisfaisant."
Crédit Cofidis,2021-02-10T17:21:50Z,4,Fidélité et formalités allégées font toute la différence avec les autres organismes de crédit. Rapidité de déblocage des fonds.
Très efficace et rapide,2021-02-10T17:10:27Z,5,Date de l'expérience:10 février 2021
Rapide et efficace,2021-02-10T17:04:13Z,5,Date de l'expérience:10 février 2021
Très sérieux,2021-02-10T16:53:42Z,5,"Très sérieux,aimable,respectueux et responsable.Je recommandeCofidis."
Les conseillers COFIDIS sont réactifs…,2021-02-10T16:41:30Z,5,"Les conseillers COFIDIS sont réactifs pour les demandes qu'on peut avoir et les renseignements proposés par courrier, mail ou téléphone.Les réponses apportés sont professionnels et leur explications claires."
Chaleureux,2021-02-10T16:38:41Z,5,"Chaleureux, clair et consentieux et rapide"
Application pratique et simple,2021-02-10T16:34:23Z,5,Application pratique et simple. Rappel d'un conseillé rapidement et réponse idem. Les explications concernant les prêts sont compréhensibles.
Rapide,2021-02-10T16:23:06Z,5,"Rapide, simple et efficace"
Très sérieux,2021-02-10T16:18:53Z,5,"Très sérieux, traitement du dossier rapide, rien a redire"
Des taux intéressant,2021-02-10T16:12:56Z,5,"Des taux intéressant, aide à vos démarches, des conseiller à votre écoute"
Très satisfait de la rapidité entre la…,2021-02-10T16:00:52Z,4,Très satisfait de la rapidité entre la demande la réponse et le virement de fonds
Demande en ligne facile et rapide...,2021-02-10T16:00:26Z,5,Demande en ligne facile et rapide...! 8jours après la Somme demandée était sur mon compte.
Rapide,2021-02-10T15:56:50Z,4,"Rapide , mais les taux d'intérêts actuels , les offres pourraient être plus élargies . Mais l'accès est facile ."
Facilité et efficacité,2021-02-10T15:44:44Z,5,Facilité et efficacité.Demande en ligne ..tout est dématérialisé avec signature électronique .Réponse rapide . Fonds versés dans les délais.
Très pro et a l ecoute du besoin et…,2021-02-10T15:43:11Z,5,Très pro et a l ecoute du besoin et réponse rapide avec justificatifs
"Bonjour,",2021-02-10T15:34:34Z,5,"Bonjour,Une Proposition de COFIDIS est arrivée juste quand j'en avais besoin pour des travaux que je n'aurai pu réaliser sans cela.L'acceptation, la signature ont été faite par informatique.8 à 10 jours plus tard, l'argent était viré sur mon compte.L'accueil, les explications et toutes les informations sont parfaites.La clarté et la rapidité sont présentes chez COFIDIS.Pour ces raisons je recommande COFIDIS.Merci à ces professionnels."
Un grand merci à toute l équipe…,2021-02-10T15:34:32Z,5,Un grand merci à toute l équipe cofidis. Ils ont su gérernotre dossier de regroupementde crédit et nous tiennent informés de tout...c'est très bien suivi....personnel trèsàl'écoute...Je recommandevraimentcet organisme .
super bonne équipe a l'écoute et…,2021-02-10T15:31:07Z,4,super bonne équipe a l'écoute et sympathique
Efficacité,2021-02-10T15:29:04Z,5,"Efficacité, rapidité, facilité et clarté, voilà pour moi ce qui caractérise cofidis et en plus une écoute professionnelle et efficace.Le must."
Réponse très rapide,2021-02-10T15:24:42Z,5,"Réponse très rapide, un suivi à la perfection ! Nous sommes ravis"
"Rapidité,efficacité et à l'écoute.Je…",2021-02-10T15:13:36Z,5,"Rapidité,efficacité et à l'écoute.Je recommande"
Bonne prise en compte de mon besoin,2021-02-10T15:08:28Z,4,Bonne prise en compte de mon besoin. Rapidité et Cordialité.
Nouvelle cliente Cofidis,2021-02-10T14:59:40Z,5,"Réponse très rapide, s'accorde au mieux avec la demande. Délais de réponse super et rapide même un peut avant la date prévue. Je recommande à tous.Les conseiller sont direct à l'écoute et ils n'hésitent pas à bien nous renseigner si on comprend pas bien. Il nous demande si on n'a des besoins pour autre choses. Pour ma part les prix sont très correcte. L'emabiliter et le sens de la courtoisie est présente tu as le sourire au téléphone. Merci a vous pour votre écoute, votre accueil, votre compréhension et votre rapidité."
Bonne,2021-02-10T14:58:45Z,5,Bonne prestation..juste les taux sont un peu élevé
tout est ok et trés rapide merci,2021-02-10T14:58:12Z,5,Date de l'expérience:10 février 2021
Explications précises,2021-02-10T14:53:50Z,5,"Explications précises, réponse rapide"
compétence et courtoisie,2021-02-10T14:53:28Z,5,Date de l'expérience:10 février 2021
Démarche rapide et aisée,2021-02-10T14:52:27Z,5,Démarche rapide et aisée. Beaucoup de réactivité.
Cofidis est un organisme trèssérieux …,2021-02-10T14:49:19Z,5,Cofidis est un organisme trèssérieuxet avec un bon serviceclient trèsréactif et à l'écoute pas étonnant qui ont étéélumeilleurserviceclient sur plusieursannées.
Très très bien toujours à l’écoute…,2021-02-10T14:49:18Z,5,Très très bien toujours à l’écoute rapidité et efficacité
J'ai beaucoup aimé la rapidité dans le…,2021-02-10T14:48:52Z,3,"J'ai beaucoup aimé la rapidité dans le traitement des dossiers ainsi que la courtoisie, mais vous êtes un peu trop sceptique dans l'octroi des prêts."
Explications très claires.Très bon suivi du dossier.,2021-02-10T14:43:07Z,5,Explications très claires.. Suivi du dossier pli
Très bon conseiller commercial,2021-02-10T14:40:20Z,5,Date de l'expérience:10 février 2021
rapide et efficace,2021-02-10T14:37:32Z,5,"Simulation et envoi des documents en ligne, réponse très rapide. Conseiller attentif. Je récommande."
Un conseiller a l’écoute,2021-02-10T14:36:17Z,5,"Un conseiller a l’écoute, et virement reçu assez rapidement. Rien a redire"
Top top top bravo et merci pour la…,2021-02-10T14:36:06Z,5,Top top top bravo et merci pour la réactivité.
Cofidis21,2021-02-10T14:28:56Z,5,Rapide et efficace très professionnel
Très satisfaite,2021-02-10T14:28:06Z,5,Conseillère disponible et aidante. Dossier rapidement traité. Merci beaucoup
Très bon service,2021-02-10T14:27:32Z,5,Très bon service. Site Web bien réalisé et facile d'utilisation. Personnel très aimable et à l'écoute. Parfait
Bonjour il sont très gentil et agréable…,2021-02-10T14:25:56Z,5,Bonjour il sont très gentil et agréable à parler au téléphone et je conseille pour un crédit
Super organisme de crédit très à…,2021-02-10T14:23:05Z,5,Super organisme de crédit très à l'écoute de ses clients.
"Très satisfait,",2021-02-10T14:20:24Z,5,"Service très rapide et excellent, je suis vraiment très satisfait."
Prestation impeccable réponse rapide et…,2021-02-10T14:17:58Z,5,Prestation impeccable réponse rapide et délai parfait
Pour un crédit l équipe sympas et…,2021-02-10T13:21:05Z,5,Pour un crédit l équipe sympas et rapide pour vous dire oui ou non pas besoin d attendre 1 semaine merci à vous
BONSOIR,2021-02-09T17:58:55Z,5,"BONSOIRTRES SATISFAITJE VAIS BIENTOT APPELER MME CLAIRE MA CONSEILLEREJE NE VOUS OUBLIE PAS MAIS JE REFLECHISC'EST PLUTOTUNE LOA AUTO SUR 60 MOISQU""IL ME FAUDRAIT A LA PLACE DE MA DEMANDEDE CREDITCE VEHICULE EST UNE OPEL CORSA 1,2EDISONBERLINE DE 14700 TOUT COMPRIS CARTE GRISE + MISE EN ROUTEEN GARANTIE JE VOUS PROPOSE UN CHEQUE DE5 000 EUROSJE PEUX FAIRE FACE A DES MENSUALITES ENTRE 170 ET 180EUROSINFORMEZ MOI SI CELA ESTPOSSIBLE ET VALABLEBONNE SOIREESINCERES SALUTATIONS"
Très bienmais manque d information pour ma part .,2021-02-09T14:40:39Z,4,"Très bien, mais manque d information je trouve car je n ai jamais fait de crédit....et j aurais souhaité avoir une carte ...et du coup on ne peut pas revenir en arrière...c est pas grave en sois mais j aurais préféré."
satisfaction.,2021-02-09T09:53:04Z,5,très bien. Une fois les papiers demandés envoyer vous avez la réponse de suite et le virement très rapide.merci
Les réponses étaient claires,2021-02-09T08:57:43Z,5,"Les réponses étaient claires , bon professionnalisme"
Conseiller a l'écoute et de bon…,2021-02-09T08:57:20Z,5,Conseiller a l'écoute et de bon conseils réponse rapide a la demande
trés bonne écoute rapiditée,2021-02-09T08:31:46Z,5,
rapidite disponibilite,2021-02-09T07:54:42Z,5,
Interlocuteur tres sympatique,2021-02-09T06:57:41Z,3,"Interlocuteur tres sympatique, mais demande de documents toutes les semaines. au bout de 3 semaines j failli abandonner."
rien à signaler,2021-02-09T06:43:44Z,5,ras tout s'est parfaitement bien passé
Très rapide et réactif,2021-02-08T21:33:35Z,5,
Très bon service,2021-02-08T20:36:59Z,5,"Très bon service, rapide et efficace."
j'ai déjà répondu et je trouve cofidis…,2021-02-08T19:58:01Z,5,j'ai déjà répondu et je trouve cofidis très pro merci.
très arrangent comme organisme de…,2021-02-08T19:40:47Z,5,très arrangent comme organisme de crédit je recommande
Compétent et réactif,2021-02-08T19:04:06Z,5,
Très satisfait,2021-02-08T18:48:58Z,5,Très satisfait. Et les les personnes o téléphone son à l écoute merci beaucoup
Avis,2021-02-08T18:30:16Z,5,Explications claires et procédure informatique très facile
Je suis très satisfaite de cofidis,2021-02-08T18:23:07Z,5,"Je suis très satisfaite de cofidis. Je suis cliente depuis plusieurs années, pour un crédit renouvelable et un crédit perso fait récemment. Réponse rapide, mise à disposition des fonds rapide également. Ce que je déplore un peu c'estqu'il faut attendre le 24 du mois pour utiliser son disponible, alors que la mensualité est prélevée le 12 (pour moi) ou autre date du mois pour d'autres. Pour certaines personnes qui ont besoin de leur disponible, Cela peut causer des problèmes avec leur banque.Pourquoi attendre puisque nous avons régler notre mensualité."
Excellent. Service rapide. Conseiller efficace au téléphone. Inattendu.,2021-02-08T18:03:11Z,5,"J'ai été très satisfait de votre offre et la qualité des services de votre entreprise. Conseiller très courtois, simple, rapide et efficace."
Oui je suis satisfait,2021-02-08T18:00:44Z,5,
Je suis tres contente d avoir demandé…,2021-02-08T17:13:16Z,5,Je suis tres contente d avoir demandé un pret chez vous vous êtes tres pros rapide et aimable
Conseiller aimable,2021-02-08T16:58:14Z,5,"Conseiller aimable, a l'écoute et disponible rapidement"
"a l'écoute ,efficasse",2021-02-08T16:46:56Z,5,
toujours satisfait des différents…,2021-02-08T16:39:35Z,5,toujours satisfait des différents services de COFIDIS! Merci
Je suis très satisfaite de COFIDIS ils…,2021-02-08T16:30:43Z,5,Je suis très satisfaite de COFIDIS ils sont a l écoute et trouvé toujours une solution merci
Bon rapport avec le conseiller et…,2021-02-08T16:09:38Z,5,Bon rapport avec le conseiller et rapidité d'action
Bonne clarification dans l'échange avec…,2021-02-08T15:42:33Z,5,"Bonne clarification dans l'échange avec le client, très honnête et rassurant; relation commerciale satisfaisante,"
Professionnel,2021-02-08T15:41:56Z,5,Précis rapide professionnel et courtois : parfait !...
serieux et une bonne ecoute.,2021-02-08T15:29:20Z,5,
"Interlocuteur efficace,compréhensif et…",2021-02-08T15:18:21Z,5,"Interlocuteur efficace,compréhensif et rapidité à monter un dossier"
bon dialogue avec vos conseillers(e)…,2021-02-08T15:13:50Z,5,bon dialogue avec vos conseillers(e) réponse rapide bonne écoute.
Conseillère très agréable et précise,2021-02-08T15:13:35Z,5,
Rien à dire tout est ok,2021-02-08T14:55:19Z,5,
Très bonne relation,2021-02-08T14:52:45Z,5,"Très bonne relation, équipe poli et très courtois avec une très bonne écoute auprès du clients.Merci á vous😏"
Je sius tres ravis d'etre votre client…,2021-02-08T14:45:25Z,5,Je sius tres ravis d'etre votre client je vous recommande a mon entourage
Excellent,2021-02-08T14:26:19Z,5,Très bon conseillé disponible et très agréable
Conseillère très professionnelle,2021-02-08T14:21:54Z,5,Conseillère très professionnelle. Dossier facilité et donc finaliser rapidement Déblocage du prêt dans les délais
Rapidité efficace,2021-02-08T14:10:15Z,5,
j'ai qu'une chose a dire je vous…,2021-02-08T14:05:28Z,5,j'ai qu'une chose a dire je vous remercie de m'avoir accorder le prêt car pour certain un ou une retraitée dans la mesure ou ne nous sommes plus productif les portes sont fermer j'ai commencé a vous faire de la publicité car le bouche à oreille est la meilleure cordialement à vous tous
parfait,2021-02-08T14:02:22Z,5,parfait . réponse et virementrapides .
Quelques difficultés pour obtenir un…,2021-02-08T13:58:02Z,4,Quelques difficultés pour obtenir un mot de passe. Sinon rien a redire
Très à l'écoute et professionnel,2021-02-08T13:53:39Z,5,
Très bon retour de cofidis rapide .,2021-02-08T13:52:55Z,4,
Service client attentif,2021-02-08T13:45:58Z,5,"Service client attentif, très à l'écoute. Étude rapide."
A l’écoute,2021-02-08T13:42:44Z,4,A l’écouteTout est clairTrès satisfaite
Ras tout c'est bien passé,2021-02-08T13:37:34Z,5,
Réponse d’acceptation du dossier très…,2021-02-08T13:35:36Z,5,"Réponse d’acceptation du dossier très rapide, et le virement est rapide également. Avec un taux d’intérêt intéressant. Je recommande"
"bonjour,",2021-02-08T05:41:33Z,4,"bonjour,trés bon service"
réponse rapide et facilite pour…,2021-02-07T11:51:09Z,5,réponse rapide et facilite pour transmettre les documents nécessaire au dossier
Je suis très satisfaite et merci…,2021-02-07T04:27:52Z,5,Je suis très satisfaite et merci beaucoup Cofidis de m’avoir aidé pour le financement de mon projet.
Tous c'est très bien passer rien a…,2021-02-06T20:56:01Z,5,Tous c'est très bien passer rien a dire..Ravie
Une bonne écoute et éfficacité,2021-02-06T16:55:05Z,4,
TOUT EST PARFAIT,2021-02-06T07:56:35Z,5,
Trèscontent à l'écoute des gens,2021-02-05T18:30:54Z,4,Trèscontent
Démarche en ligne est simple et rapide,2021-02-05T14:24:59Z,5,"Démarche en ligne est simple et rapide. La conseillère a été réactive. Bref, très satisfait."
Cofidis sont à l écoute efficace rapide…,2021-02-05T14:16:29Z,5,Cofidis sont à l écoute efficace rapide et serieux
Rapide,2021-02-05T14:13:56Z,5,Rapide et efficace
Très satisfaite à tout point de vu,2021-02-05T10:43:06Z,5,
"bonjour ,vous m'avez toujours suivi et…",2021-02-05T10:13:46Z,5,"bonjour ,vous m'avez toujours suivi et conseillé lors de mes différentes demandes et vous en remercie ,très satisfaite de vos services ."
Réponses rapides,2021-02-05T07:38:14Z,5,"Réponses rapides, claire et précises aux demandes."
CONTACT TRES AGREABLE,2021-02-05T06:10:20Z,5,"CONTACT TRES AGREABLE, TRES A L ECOUTE ET TRES ACTIVE MERCI BEAUCOUP D ETRE OCCUPE DE MON DOSSIER"
Très bonne disposition et compréhension…,2021-02-05T04:10:53Z,5,Très bonne disposition et compréhension de mes interlocuteurs. Une bonne écoute et un bon suivi de leur part
Service irréprochable,2021-02-05T02:47:29Z,5,"Service irréprochable, rapide et efficace !"
Demande de crédit instruction de…,2021-02-04T21:39:58Z,5,Demande de crédit instruction de dossier rapide virements rapide parfait
Bonjour efficace rapide et réactif…,2021-02-04T20:58:08Z,4,Bonjour efficace rapide et réactif merciCordialement madame duvernay
Avis très favorable,2021-02-04T19:38:04Z,5,"Simplicité, confiance, réactivité, compétence.Bravo !"
Très bien,2021-02-04T17:31:27Z,5,"Très bien, reponse rapide , et satisfesante"
Très bien accueillie,2021-02-04T17:14:46Z,5,"Très bien accueillie , bien orienté. conseillère très agréable"
Super satisfaite,2021-02-04T17:11:14Z,5,Super satisfaite ! Rapide et simple.Merci
Réponse rapide service client très…,2021-02-04T16:49:23Z,5,Réponse rapide service client très agréable et a l écoute et un très bon suivit
A conseiller,2021-02-04T15:49:44Z,5,A conseiller Accueil Compréhension Politesse Soutien N’hésitez pas !
Les conseillers sont attentifs aux…,2021-02-04T15:02:02Z,5,Les conseillers sont attentifs aux besoins du client.Des solutions adaptées. Réactivité parfaite
Rapide et efficace,2021-02-04T14:35:03Z,5,
Très satisfait,2021-02-04T14:15:07Z,5,
tres bien,2021-02-04T13:42:00Z,5,tres bien sur la réactivité
A l’écoute de mes besoins et personnes…,2021-02-04T13:39:28Z,5,A l’écoute de mes besoins et personnes très agréables
Rapide,2021-02-04T13:12:09Z,4,Très satisfaite
Très compétent à l’écoute des clients,2021-02-04T13:11:05Z,5,
simple et rapide,2021-02-04T12:58:20Z,5,"simple et rapide, je conseille fortement"
Rapidité dans le traitement de mon…,2021-02-04T12:26:48Z,5,Rapidité dans le traitement de mon dossier ainsi que dans la réponse apportée à ma demande.Un grand Merci à l’équipe commerciale.
Très content,2021-02-04T12:19:37Z,5,"Très content, avec une réponse rapide"
EXCELLENT SERVICE CLIENT,2021-02-04T11:20:04Z,5,EXCELLENT SERVICE CLIENT DISPONIBILITE
Je connais la Societé COFIDIS depuis…,2021-02-04T11:18:16Z,5,"Je connais la Societé COFIDIS depuis longtemps, j'ai eu a faire avec eux à plusieurs reprises, les opérations se sont toujours bien déroulées, j'ai pu parfaitement communiquer avec le référent concernant mon dossier et le temps de traitement à été respecté."
j'ai apprécié la rapidité de prise en…,2021-02-04T11:14:08Z,5,"j'ai apprécié la rapidité de prise en compte,l'écoute et le traitement de ma demande!Rien à dire !"
Satisfait,2021-02-04T11:13:46Z,4,Bonjour je suis très satisfait de la maison COFIDIS c'est simple et rapideUne réponse rapide nous est donnéeMerci à COFIDIS
Rapide et efficace,2021-02-04T11:12:38Z,5,
Pour un crédit chez Cofidis les…,2021-02-04T11:07:40Z,5,"Pour un crédit chez Cofidis les formalitéssont simplifiées, les conseillers sont super efficacesTres bonne société Je suis très satisfaite"
Très bon contact avec le service client…,2021-02-04T11:06:56Z,5,Très bon contact avec le service client à tout les niveaux et prise en charge de ma demande rapidement.
Courtoisie et efficacité. Mais taux de rachat de crédit élevé et assurance trop chère.,2021-02-04T11:05:57Z,5,
Demande traitée sur le champ,2021-02-04T10:59:22Z,5,Demande traitée sur le champréponse rapidemis e a disposition dans la fouléeparfait
Rapide et efficace,2021-02-04T10:55:49Z,5,Rapide et efficace. Bravo
Très satisfaisant,2021-02-04T10:55:37Z,5,"Très satisfaisant, réponse rapide et argent viré sur mon compte rapidement."
très bien a répondu a mes attentes …,2021-02-04T10:49:47Z,5,très bien a répondu a mes attentesmerci
C’est une très bonne société continue…,2021-02-04T10:33:27Z,5,C’est une très bonne société continue comme ça
Réponse crédit,2021-02-04T10:28:35Z,5,très satisfait des prestations fourniesRapidité et efficacité de la part des conseillersmerci
"Démarches rapides,contact excellent,un…",2021-02-04T10:27:29Z,4,"Démarches rapides,contact excellent,un bémol le taux trop élevé en plus vu les promos offertes."
Rapidité,2021-02-04T10:22:57Z,5,Rapidité de réponse
Si l'on compare les taux annoncés à la…,2021-02-04T10:20:28Z,3,Si l'on compare les taux annoncés à la télé ou sur certaines revues on se dit que l'on c'est bien fait avoir.il faut vraiment avoir besoin d'un coup de pouce pour accepter ces méthodes de banquier.
Mon avis est excellent.Rapidité,2021-02-04T10:15:08Z,5,"Mon avis est excellent.Rapidité , sérieux"
Dossier traité avec sérieux rapidité…,2021-02-04T10:13:56Z,5,Dossier traité avec sérieux rapidité discrétion. A recommander
Rapidité er clarté,2021-02-04T10:13:25Z,5,
Rapidité d'etude du dossier,2021-02-04T10:07:17Z,5,"Rapidité d'etude du dossier, interlocuteur agréable et à l'écoute."
Très bon accueil,2021-02-04T10:03:54Z,5,"Très bon accueil, à l'écoute du client, disponible pour les divers projets, soucieux de trouver une solution."
je pense que je n ai pas ete compris…,2021-02-04T09:59:39Z,3,je pense que je n ai pas ete compris lors de ma dernier demande de credit
Très bon accueil et prise en charge…,2021-02-04T09:54:55Z,4,Très bon accueil et prise en charge rapide de ma demande et résolution rapide de celle-ci.
Je suis très satisfait de votre…,2021-02-04T09:44:47Z,5,"Je suis très satisfait de votre réception, vitesse et efficacité et je attend que plus tard ont pourra faire d'autres projets"
Ma demande a était très vite mis en…,2021-02-04T09:41:47Z,5,Ma demande a était très vite mis en place sans trop de documents le faite que je suis déjà chez vous merci
Prêtconseillé,2021-02-04T09:37:18Z,5,"Bonjour,Je trouve que la réponse est assez rapide et,Vous vous occupiez bien les clients merci."
Bonjour,2021-02-04T09:36:51Z,5,"Bonjour, rapide et efficace et taux intéressant. Merci"
Très bon accueil,2021-02-04T09:26:03Z,5,"Très bon accueil, réponse rapide"
Très bonne réactivité avec une clarté…,2021-02-04T09:13:23Z,5,Très bonne réactivité avec une clarté excellente. Accueil agréable des conseillers
Tres satisfaite de la rapidité de la…,2021-02-04T09:13:09Z,5,Tres satisfaite de la rapidité de la réponse et satisfaite de accueil au téléphone.
rapide et a l'écoute,2021-02-04T09:10:53Z,5,
Crédit obtenu rapidement délai respecté…,2021-02-04T09:05:06Z,5,Crédit obtenu rapidement délai respecté conseillers disponibles pas de attente au téléphone
Bonjour,2021-02-04T09:02:32Z,5,Bonjour Je vous remercie d'avance super rapide et très bon site
Top génial,2021-02-04T08:59:20Z,5,Top génialA l'écoute
Simple et efficace,2021-02-04T08:55:17Z,4,
Parfait toute c’est bien passer…,2021-02-04T08:52:02Z,5,Parfait toute c’est bien passer rapidement
Bon contact et bonne écoute,2021-02-04T08:51:48Z,5,"La relation est excellente, les conseillers sont à l'écoute et nous pouvons parler en direct avec quelqu'un et c'est très bien. On peut exposer nos projets et notre situation et voir ce qui serait le plus adapté pour le demandeur.Excellente note pour un service excellent."
Très bon service personnel gentil et…,2021-02-04T08:44:04Z,4,Très bon service personnel gentil et très professionnel à conseiller
J'ai reçu un très bon accueil auprès de…,2021-02-04T08:41:46Z,4,J'ai reçu un très bon accueil auprès de tous les collaborateurs en ce qui concerne mon dossier chez COFIDIS
⁰tout est parfait,2021-02-04T08:40:11Z,5,⁰tout est parfait. .merci
Très bien,2021-02-04T08:39:38Z,5,Très bien le service est très sympathique rien a redire
Permet d acheter en plusieurs fois un…,2021-02-04T08:38:44Z,5,Permet d acheter en plusieurs fois un article coûteux.En ce qui concerne prêt réponse rapide et argent sur le compte 14 jours plus tard. Je suis satisfaite
Parfait,2021-02-04T08:36:49Z,5,Parfaitement parfait
Très professionnelet très rapide,2021-02-04T08:35:44Z,5,
Réactif.,2021-02-04T08:34:23Z,5,"Réactif, et bien suivis."
Très bien,2021-02-04T08:33:28Z,5,Mon avis est très positif
MERCI,2021-02-04T05:01:14Z,5,Très sérieux. Réponse rapide et versement rapide. Je vais pouvoir continuer mes travaux dans la maison.Merci COFIDIS
Efficacité,2021-02-04T03:58:38Z,5,Conseillére attentive et reactive.Reponse de principe rapide.Prise de contact rapide pour finaliser contrat en dematerialisé.
Simplicité pour faire sont dossier en…,2021-02-03T22:09:44Z,5,"Simplicité pour faire sont dossier en ligne , conseillère trèsefficace pour suivi de dossier au téléphone et très agréable pour la communication.Très satisfaite"
