title,date,star,text
Pratique,2021-01-21T12:31:57Z,4,"Pratique, efficace"
...............,2021-01-21T12:26:51Z,5,......... . Extrêmement satisfait
Je ne vois pas de différence avec les…,2021-01-21T12:18:13Z,3,Je ne vois pas de différence avec les autres neobanques. Pourquoi pas de compte joint?
Excellente banque en ligne,2021-01-21T11:59:42Z,4,Excellente banque en ligneService client top
"Satisfaisant si pas de problème, sinon ...",2021-01-21T11:34:59Z,1,"En raison d'une mise à jour de l'application dédiée, impossibilité de me connecter à compter du 11 novembre. Correction apportée seulement fin décembre. En dépit de mes nombreux messages, aucune réponse donc évidemment aucune excuse. Difficilement acceptable pour une banque en lign ...."
Simple rapide et sérieux avec des…,2021-01-21T10:52:16Z,5,Simple rapide et sérieux avec des conseillers très à l écoute. Service clients au top !
"perte du débit différé, parce que je n'ai aucun besoin de l'offre premium",2021-01-21T10:41:13Z,1,"Le carte bancaire à débit différé n'est plus disponible que sur l'offre premium. Disparition de cet avantage sur l'offre de base.Je n'ai aucun besoin de l'offre premium, donc je perds le débit différé."
Parfait,2021-01-21T10:29:59Z,5,Parfait pour un compte sans frais avec des offres intéressantes sur le livret de temps à autre
Service parfait !,2021-01-21T10:07:16Z,5,
Innovant,2021-01-21T09:43:03Z,5,"Ouverture et installation rapide et sécurisée. L'utilisation est simple et surtout les transactions sont instantanées (paiements cartes, virements,...) et sans frais. Assistant virtuel (djingo) est plutôt performant. Je recommande"
Que des avantages avec la premium,2021-01-21T09:07:55Z,5,Pratique pas de limite de paiement en sans contact 5 % de remise sur l’ensemble des factures Orange cela permet de se payer la carte premium et de bénéficier de tout les avantages du premium Le must c’est la garantie 36 mois supplémentaires constructeur inclus sur TV etc ......
1) Les taux des crédits conso ne sont…,2021-01-21T09:02:50Z,1,1) Les taux des crédits conso ne sont pas compétitifs du tout !! 2) Mon fils qui est client OB souhaite modifier son numéro de mobile qui a changé et c'est compliqué pour la prise en compte par vos services...malgré la facture fournit !!
La banque moderne avec la fiabilité…,2021-01-21T08:31:36Z,5,La banque moderne avec la fiabilité d'un grand groupe.
Au top,2021-01-21T07:46:29Z,5,"Presque 2 ans à Orange Bank et jamais de problèmes. Même pour des questions, les réponses sont rapides. Les frais sont presque inexistants. Simple et efficace."
Une banque digitale simple,2021-01-21T07:33:56Z,5,"Une banque digitale simple, transparente et fiable."
SMS de virement très pratique,2021-01-21T07:07:17Z,5,SMS de virement très pratiqueVisibilité du solde très intuitive C'est simple efficace et rapide Connexion rapide et sécurisée Parfait !
Application intuitive et tonique,2021-01-21T06:42:43Z,5,Application intuitive et tonique. Le fonctionnement des services est efficace. Et tout ceci pour zéro euro de tenue de compte !
Impossible d avoir le service expert,2021-01-21T06:21:29Z,1,Impossible d avoir le service expert ! J ai un pb depuis plusieurs mois et je n arrive pas à les avoir il ne réponde jamais
Un très bon moyen de paiement mobile,2021-01-21T06:07:45Z,4,Je recommande peut-être pas comme banque principale encore mais comme moyen de paiement au quotidien certainement.
Beaucoup d’amélioration depuis le…,2021-01-21T05:51:11Z,5,Beaucoup d’amélioration depuis le lancement.Répond pleinement à mes attentes.
Service fiable et gratuit à partir du…,2021-01-20T23:17:48Z,4,Service fiable et gratuit à partir du moment ou la carte est utilisé au moins une fois dans le mois
Cool faites l’amour pas la guerre,2021-01-20T15:34:21Z,5,
2 mois pour créditer un chèque !!!!,2021-01-20T14:07:54Z,1,"2 mois pour créditer un chèque !!!!! N'y aller pas. Personne en ligne sinon leur conseiller virtuel qui ne comprend rien. J'avais 190€ sur mon compte et un paiement de 25€ a été refusé, motif : provision insuffisante. Et provisionner par chèque prend 2 mois.... A FUIR !!!!"
Désolé trop peu d'utilisation pour le…,2021-01-20T10:39:41Z,4,Désolé trop peu d'utilisation pour le moment merci
À fuir en courant,2021-01-20T04:44:36Z,1,À fuir en courant Le client n est rien pour euxUn pion voir un cImpossible d ouvrir un compte VRAIMENT PASSER VOTRE CHEMIN
J'ai ouvert un compte chez Orange bank,2021-01-19T07:21:39Z,5,"J'ai ouvert un compte chez Orange bank, pour pouvoir ouvrir un compte à mon fils, tout s'est très bien passé rapidement, j'ai même fait une demande de prêt perso d'un petit montant qui a été accepté rapidement. L'application est très pratique on peut tout faire avec il manque juste le virement instantané mais à côté de ça tout est parfait."
Très bonne expérience merci à vous,2021-01-17T10:21:03Z,5,
A fuir,2021-01-17T10:16:38Z,1,"Banque dématérialisée sans agence et l'impossibilité de créer un espace personnel sur internetImpossibilité de joindre qui que ce soit, pas de contactCarte bancaire activable sur espace personnel mais sans espace personnel"
Très bon accueil personnel très…,2021-01-16T14:59:53Z,5,Très bon accueil personnel très professionnel et souriant.
Non remboursement d'une fraude web,2021-01-15T12:20:57Z,1,"Bonjour à toutes et à tous qui êtes dans mon cas. Je cherche 8 personnes pour intenter un action collective à l'encontre d'orange bank. Le cas étant. J'ai vécu une fraude sur le Web. L'arnaque est : un site internet permettant d'acheter un produit en ligne. Je rentre mes coordonnées de carte bancaires et je valide. La fenêtre du 3dsecure s'ouvre. Mais attention je reçois le message texte de ma banque vérifie le montant et l'acheteur, m'aperçois que ce n'est pas le bon. J'appuie sur annuler et sans rentrer le code SMS ou valider le paiement, la validation se fait automatiquement. Fraude rendu courante actuellement. Les Pirates arrivent à passer l'étape de sécurité appelés 3dsécure. Selon l’article L 133-18 du Code monétaire et financier, « en cas d’opération de paiement non autorisée signalée par l’utilisateur (..), le prestataire de services de paiement du payeur rembourse au payeur le montant de l’opération non autorisée immédiatement après avoir pris connaissance de l’opération ou après en avoir été informé. Alors si vous êtes dans un cas similaire avec Orange bank regroupons nous."
"Fuyez, je n'ai jamais vu pire !",2021-01-15T10:51:08Z,1,"Orange Bank ? On ne peut pas faire pire !Pas de service client, un robot où il faut insister pour tomber sur un expert (qui sont inexpérimenté)Quand je pose une question sur une démarche refusé, ils refusent de répondre sur les motifsQuand on demande qui on peut joindre, ils répondent ""personne""Et si vous posez trop de question, on vous déconnecte de l'applicationJe suis ingénieur, j'ai un salaire à plus de 3000eur, je suis client Orange Premium depuis plusieurs année et j'ai décidé de faire confiance à Orange BankErreur! Leur carte premium n'a de premium que le nom! Je suis limité à 1500 de dépenses par mois !Avec impossibilité de monter le plafond, l'option m'a même été vérrouiller sur l'application et impossible de joindre qui que ce soit pour des explications!Vous voulez vous acheter la nouvelle télé sony à 3000eur ? Vous pouvez oublier ! Même avec plus de 10.000eur sur le compte, vous ne pourrez pas monter votre plafondNe prenez surtout pas Orange Bank comme banque principal ! Pas de service client, pas de suivi, je n'ai jamais qui que ce soit au tel, au moindre problème vous êtes FOUTU et vous ne pourrez pas vous débloquer :)"
Service client,2021-01-13T19:06:01Z,5,Je suis très satisfait du service et de la réactivité.
"Simple, rapide, moderne, français, limité",2021-01-11T17:41:22Z,4,"Simple, rapide, moderne, français, limité Une ouverture de compte très rapide un fonctionnement simple, du paiement mobile, blocage instantané, un rechargement par carte du compte, notifications de paiements instantanés.Destiné aux personnes qui veulent une nouvelle banque (très) simple, sans carnet de chèques, conseiller, agence physique. Je ne conseillerai pas spécialement d'en faire sa banque principale, mais c'est un bon outil de paiement moderne et français (exemple des petits achats du quotidien en paiement mobile)En - : sans frais à part un paiement par mois minimum et limité un compte courant et peu de produit bancaire."
Très satisfait du service,2021-01-10T11:51:06Z,5,
Super banque !,2021-01-10T10:04:40Z,5,"Super banque, jamais eu un problème en 1 an, je reste, très intuitive et marche parfaitement, aucun frais je n’ai pas payer 0 euros ! SUPER !"
J’ai été bien accompagné,2021-01-09T16:40:57Z,5,"J’ai été bien accompagné, les informations données ont su répondre à mes besoins, une expérience très satisfaisante."
Accueillant efficace,2021-01-09T15:09:54Z,5,
Banque qu'il faut éviter à tout prix,2021-01-08T11:52:35Z,1,"Banque qu'il faut éviter à tout prix. J'ai reçu ma MasterCard le 1er décembre et je ne peux pas l'utiliser à ce jour 08/01/2021. Plafond de retrait et de paiement à 1 euros? J'appelle tous les 2 jours, j'ai contacté le médiateur comme par hasard, pas de dossier ? Pourquoi j'ai un N⁰,alors. J'ai demandé le remboursement des prélèvements de la carte, refus catégorique. Ils veulent jouer dans la cour des grands et sont des bandes d'incapable. Lui s'occupe de ça, son voisin autre chose, en fait vous passer votre année à essayer de régler votre problème."
déplorable,2021-01-07T16:50:35Z,1,"déplorable, rien ne fonctionne et la carte rejetée. impossible d'acceder au compte. la hotline un interlocuteur incapable de resoudre les problemes et visblement s'en MOQUE TOTALEMENTA FUIR ABSOLUMENT"
Simple et efficace,2021-01-07T11:36:15Z,5,Banque qui fonctionne bien de manière efficace en tout digital.
Une banque facile pour ouvrir un compte…,2021-01-06T16:20:51Z,5,Une banque facile pour ouvrir un compte et très intéressante
"Très à l'écoute,à notre niveau",2021-01-06T12:17:40Z,4,"Très à l'écoute. Formateur,mise à notre niveau. Et très agréable"
Service client déplorable,2021-01-05T10:39:46Z,1,"Après une clôture de compte, on ne m’as toujours pas versé le solde de tout compte (plus de 2mois). On me raccroche au nez quand je demande ou ça en est.. À fuir"
Satisfait du service bancaire Orange…,2021-01-05T09:43:48Z,5,Satisfait du service bancaire Orange Bank 😀
J ai ouvert un compte orange bank pour…,2021-01-03T20:35:08Z,2,"J ai ouvert un compte orange bank pour un membre de ma famille :catastrophe, impossible d avoir quelqu un en direct,les identifiants de connexion se bloquent regulierement... De ce fait on demandede cloturer le compte.... Et là j attends toujours le virement du solde compte orange bank sur compte CA....."
Excellent,2021-01-02T10:01:14Z,5,"Très bien, service parfait et rapide."
"Bonjour,",2021-01-01T14:54:01Z,5,"Bonjour,J'étais bien reçue par Monsieur Antony qui a eu beaucoup de patience et qui m'a bien expliqué les démarches à faire. Il était aidé par une collègue pour certains points du contrat. J'ai remarqué une ambiance sympathique et constructive entre le personnel de la boutique. J'ai apprécié leur politesse envers tous les clients qui rentrent dans la boutique. Franchement, j'ai beaucoup aimé. Bonne continuation et bonne année 2021"
Bonne continuation,2020-12-31T10:02:32Z,5,
Bonjour.compte bloqué,2020-12-30T20:29:03Z,1,"Bonjour.compte bloqué. .carte ,retrait,virements pour mon fils,après bien sur que ses salaires soient virés. Sans en donner le motif précis. Onle vire de chez eux mais ne peut pas récupérer son argent!, il ouvre un compte ds une autre banque et la toujours pareil....orange bank ne verse RIEN vers cet établissement. UN MOIS QUE CELA DURE!!!!du coup ilpasse le relais au médiateur ..encore un mois? Moi j attends un virement de sa part,oui mais quand??"
ORANGE BANK ou la banque de DINGO,2020-12-30T19:22:00Z,1,"ORANGE BANK ou votre interlocueteur est le ROBOT DINGO (qui porte bien son nom) :Vous pouvez parler à Dingo trés longtemps, il ne comprend rien, mais vraiment RIEN !!! A la réflexio, je pense que cela permet à cette ""banque"" de pouvoir faire un peu ce qu'elle veut sans rendre aucun compte, puisque meme les courriers recommandés qui leur sont adressés ne reçoivent aucune réponse !! On écrit via le chat mais là aussi aucune réponse...Suite au dépot d'un chèque de 4400 €, mon compte a été cloturé (sans que l'on me dise la raison ) et presque 2 mois aprés le dépot de ce chèque je n'ai toujours pas récupéré mon argent !!! Cela n'est pas inscrit dans leurs Conditions Générales mais à priori je ne suis pas la seule victime de cet arnaque qui permet de profiter sur le dos du client de sommes rondelettes pendant plusieurs semaines, car la personne qui a signé ce chèque a été débité le lendemain de sa remise en banque !!! A vous de juger la banque GRATUITE !!!!"
Très pratique,2020-12-30T17:16:37Z,5,"Très pratique, je peux à tout moment bloquer la carte,et la remettre en marche, j'aime bien cette fonction, ce qui me permet de prêter la carte à ma fille"
Sondage 1,2020-12-30T13:55:41Z,5,"Ras, activation très rapide et application très intuitive."
Très satisfaite,2020-12-30T08:26:25Z,4,
rapide et efficace,2020-12-29T17:52:24Z,4,
Mise àjour un peu fréquentes et page…,2020-12-29T10:38:03Z,5,Mise àjour un peu fréquentes et page d acceuil pas très représentative en termes d 'âge ( jeunisme).
Facile et rapide....parfait,2020-12-29T10:24:54Z,5,"Inscription rapide, les explications sont claires et précises pas de casse tête.Bravo !!!"
Frustré,2020-12-29T03:09:58Z,1,comme j'avais besoin du portable j'ai accepter la situation.Franchement j'ai ressenti comme '' c'est comme sa point barre''la personne était gentille mais c'est ça ou rien . se sont les instructions de la direction
tout est facile,2020-12-28T14:53:08Z,5,"tout est facile, rapide et pas cher, ça change des banques de réseaux..."
OB correspond exactement à mes besoins…,2020-12-28T13:56:49Z,4,OB correspond exactement à mes besoins (assez simples!!)
A quand la prise en compte de ma demande ?,2020-12-28T12:45:11Z,3,Déçu que ma demande n'ai pas été traitée
facile à utiliser,2020-12-28T09:50:20Z,5,"facile à utiliser, pas de stress de perte de carte ou de vol avec le système de blocage"
Très compétent,2020-12-28T09:13:19Z,5,
Bonne banque,2020-12-28T07:51:38Z,5,"Bonne banque, très souple"
Service client inexistant,2020-12-28T07:27:14Z,1,Service client inexistant . Aucune réponse apportée aux problèmes .
Très mécontent depuis la création de ce compte bancaire,2020-12-28T03:59:14Z,1,Depuis sa création ce compte bancaire n'est pas exploitable correctement.J'aimerai pouvoir le gérer depuis mon PC et cela ne fonctionne pas et n'a jamais fonctionné.Il ne m'a jamais été possible d'avoir un interlocuteur compétent pour résoudre ces problèmes de disfonctionnementPar conséquent j'aimerai connaitre la procédure pour fermer ce compte faute de pouvoir m'en servir correctement
Bonjour vous êtes magnifique,2020-12-27T22:01:38Z,5,
Pratique,2020-12-27T18:42:37Z,4,"Très pratique au quotidien, simple d'utilisation, manque de certains placements."
Une application buggé qui réduit le service a 0,2020-12-27T15:07:20Z,2,Une application buggé dont le service client. N'a pas la main pour résoudre correctement le problème Banque inutilisable depuis plusieurs mois
Très bonne banque rien à redire carnet…,2020-12-27T13:41:32Z,5,"Très bonne banque rien à redire carnet de chèque, découvert ect tout d'une banque classique à pas chère ! conseillé par chat en cas de problème, virement rentrant et sortant rapide je suis satisfait depuis les 3 ans où je suis chez eux."
Pire banque imaginable !,2020-12-27T09:45:36Z,1,"Pire banque imaginable !Comme beaucoup de personnes, d'immenses problèmes avec le service client et ce même dans une situation urgente de compte vraisemblablement piraté ! Au lieu de me permettre d'accéder à mon compte, et de le protéger, ""Bonnie"" qui découvre que j'ai fait un virement important il y a plusieurs mois, exige que je fournisse immédiatement le justificatif qu'ils ne m'avaient jamais demandé depuis juin !J'explique que je le fournirai sans problème d'ici demain mais que je ne l'ai pas sur moi et qu'il faut de façon urgente s'occuper de sécuriser mon compte: j'ai reçu un mail m'informant d'une opération que je n'ai jamais faite.""Bonnie"" s'en moque complètement et met fin à la conversation.Je souligne qu'il m'a fallu attendre plus d'une heure, pour obtenir de ""chatter"" avec un humain et ne plus avoir à faire au robot très mal conçu qui fait tourner en bourrique (mais n'est finalement pas plus incompétent que ""Bonnie"" ce qui en dit long sur leurs ""conseillers"")...Cela fait plus de deux mois ! Et je n'ai toujours pas pu accéder à mes comptes pour constater les éventuelles piratages ! Il y avait à la base une grande somme d'argent sur le compte. Je suis cliente de nombreuses banques en ligne, jamais je n'ai vu un service aussi lamentable !NB: la note de cette banque était de moins de 2 il y a deux mois: elle a visiblement été augmentée artificiellement avec pleins d'avis positifs vraisemblablement téléguidées qui ont été postés récemment.En réponse à votre réponse : il ne s'agit pas d'une mésaventure mais d'un dysfonctionnement grave de votre part. J'attends, sans illusion, votre coup de téléphone que vous m'aviez déjà annoncé par mail sans donner suite, peut-être le fait de l'annoncer publiquement vous incitera cette fois à tenir parole. Quant aux avis qui sont brusquement apparus pour redorer votre note qui était catastrophique il y a encore quelques mois- et ils sont apparus, il me semble, à peu près au moment où vous avez été épinglés pour avoir artificiellement gonflé les chiffres de votre base de clients-, je note que c'est le seul aspect auquel vous prenez réellement le temps de répondre: quid du plus grave, à savoir les multiples dysfonctionnement que dénoncent les nombreux avis catastrophiques lisible sur ce site ?"
pas d'avis particulier,2020-12-27T08:27:11Z,5,"Bénéficiaire de la carte Orange Bank standard, je n'ai pas d'avis particulier à émettre jusqu'à ce jour."
je suis tres contente du service…,2020-12-26T12:53:03Z,5,je suis tres contente du service apporte et la rapidite de disposition des fonds merci
Je ne peux donner mon avis pour le…,2020-12-26T00:07:28Z,5,Je ne peux donner mon avis pour le moment vu que je viens d ouvrir ce compte
Bonjour La gestion des Idents et mot de…,2020-12-25T16:08:30Z,3,Bonjour La gestion des Idents et mot de passe n'est pas aisée et facteur de perte de temps.CdtJacques
j attendsles offres promises,2020-12-25T16:07:29Z,4,
Satisfait,2020-12-24T15:00:50Z,4,J'apprécie surtout le fait que mon solde est à jour en temps réel.
très bien je suis satisfait,2020-12-24T14:00:42Z,4,
Très déçue,2020-12-24T10:31:46Z,1,"Très déçue, dialogues par chat incompréhensibles, pas de contact téléphonique, flou complet sur ce compte. Compte créé pour achat de téléphone très mauvais conseil de l'agence rien à voir avec la réalité ..."
Très bonne banque,2020-12-24T09:29:27Z,5,"Très bonne banque, tout est simple, et réactif"
Chez Orange Bank depuis 2018,2020-12-24T09:20:12Z,1,"Chez Orange Bank depuis 2018. Le pire choix bancaire de ma vie. Pour augmenter le plafond de la carte: PAYER LA VISA PREMIUM, avoir des avantages Orangesmartphone ou autre: PAYER LA VISA PREMIUM. SI vous ne l'a prenez pas vous aurez plein de blocages sur votre compte même pour les virements. J'ai eu tellement de galère quand je l'avais passé en banque principale. Je déconseille carrément."
Avis moyen pour la réponse des solutions,2020-12-24T06:26:52Z,3,
Très bonne banque en ligne,2020-12-23T23:28:59Z,5,
Orangepas mûre,2020-12-23T23:10:22Z,3,pratiqueoui mais. ?...
Parfait parfait,2020-12-23T22:49:41Z,5,
faire un vrai cash back,2020-12-23T21:30:36Z,4,
"Orange Bank, la banque de demain.",2020-12-23T19:33:05Z,5,Je suis très heureuse d'avoir ouvert un compte chez Orange Bank. La carte Visa est gratuite et offre beaucoup de possibilités. Merci Orange Bank
J'arrive pas à me d'inscrire,2020-12-23T17:53:38Z,1,
Satisfaction totale…,2020-12-23T17:42:26Z,4,Satisfait de l'utilisation de mon compte.Plus particulièrement de l'obtention des prêts.
J'en suis très content je la conseille…,2020-12-23T17:12:31Z,5,J'en suis très content je la conseille à mon entourage.
Pas de relationnel téléphonique.,2020-12-23T16:36:21Z,1,"Aucun contact possible par téléphone.J'ai été confronté à un problème de connexion, qui m'a coûté très cher, je n'ai jamais pu m'expliquer de vives voix.Très déçu de l'approche client, il y en a pas...."
Pas de service client sauf pour vendre…,2020-12-23T15:53:34Z,1,Pas de service client sauf pour vendre un peu plus
Une équipe professionnelle,2020-12-23T15:30:56Z,5,"Une équipe professionnelle, dynamique et très agréable"
C est vraiment une super carte et j…,2020-12-23T15:13:19Z,5,C est vraiment une super carte et j adore payer avec mon mobile
Aucun problème depuis l'ouverture de…,2020-12-23T14:42:02Z,4,Aucun problème depuis l'ouverture de mon compte le seul problème c'est d'avoir un conseiller au téléphone prends un peu de temps
A part le blocage des chèques 60 jours…,2020-12-23T14:14:10Z,4,"A part le blocage des chèques 60 jours sur compte courant ou livret , non précisédans le contrat , Je n’ai rien à reproché à Orange Bank . Les conseillers ont été toujours courtois malgré mes nombreux appels ."
Je n'arrive pas à parrainer mes enfants,2020-12-23T13:39:15Z,1,Je n'arrive pas à parrainer mes enfantsDès fois le sans contact ne fonctionne pas.On me prélève 2€ alors que ça devrait être gratuitMerci
paiements refusés sans aucune raison (…,2020-12-23T13:27:43Z,1,"paiements refusés sans aucune raison ( obligation d'avoir une autre carte bancaire pour ne pas se retrouver dans les ennuis ) tchat ne sert à rien, conseillers clients injoignables par téléphone. Lorsque les paiements sont refusés l'argent est quand même débité et reste en attente dans l'application"
Connection et navigation hyper simples…,2020-12-23T12:46:08Z,5,"Connection et navigation hyper simples et fluides , contrairement à ce que je connais sur la plupart des sites bancaires "" classiques "" !"
Inadmissible,2020-12-23T11:29:57Z,1,Cela fait des semaines que j'essaie d'obtenir la fermeture de mon compte. Visiblement ces pirates le jouent à l'usure!Inadmissible!
Reclamation,2020-12-23T09:23:59Z,2,Impossible de vous contacter avec des colites bloqués en lecrltuee
Fonctionne bien.des début difficiles…,2020-12-23T08:42:49Z,4,Fonctionne bien.des début difficiles mais maintenant tout ok avec smartphone.
Une banque comme on en rêverait !,2020-12-23T08:35:21Z,5,Enfin une banque qui nous simplifie la vie !
Banque sans soucis,2020-12-23T06:57:57Z,5,Rien de négatif !Paiement par téléphone très agréable !
Que du bonheur,2020-12-23T06:43:01Z,5,Facile et efficace et surtout sans frais de tenue de compte
Banquier ou/et voleur ?,2020-12-23T06:07:59Z,1,"50 euros de frais de rejet pour un prélèvement, on est proche de l'escroquerie... je clôture mon compte et vous mets en garde contre ses frais prohibitifs."
Je l ai déja dit précédemment,2020-12-23T06:02:22Z,4,Je l ai déja dit précédemment : l interface gagnerait à être améliorée pour que les fonctions soient clairement accessibles. Sinon c est vraiment pratique.
Impossible de joindre un conseiller,2020-12-23T05:44:38Z,1,Impossible de joindre un conseiller. Compte pas toujours tenu à jour.Pour le débit différé date d'arrêt des comptes fantaisistes.
Je suis satisfaite,2020-12-23T04:50:28Z,4,
Banque internet,2020-12-23T03:55:09Z,5,Très bonne banque internet Très bonne réactivité et les cartes bleues donnant le compte immédiatement sont très performantes.
banque de pro,2020-12-23T02:27:27Z,4,
Service au top,2020-12-23T02:20:29Z,5,Service au top. Mieux qu'une banque avec un guichet !!
Je suis très satisfait d'Orange Bank,2020-12-23T01:20:43Z,5,Je suis très satisfait d'Orange Bank. L'app android fonctionne très bien.
Les paiements ne fonctionnent pas…,2020-12-22T22:54:01Z,1,"Les paiements ne fonctionnent pas toujours alors que le compte est approvisionné. Attention dans les stations service, paiement souvent refusé. Certainement du fait que la carte est une carte de débit et non de retrait. Dommage... les conseillers, lorsque l'on peut les avoir, car le bots Djingo nous bloque, n'ont pas toujours les bonnes réponses. C'est la 1ère banque en ligne que j'utiliste. Donc à voir avec d'autres après comparaison"
Excellente banque,2020-12-22T21:15:23Z,5,
Mouais bof,2020-12-22T20:49:45Z,1,Mouais bof Beaucoup de pub et pas de choses très utiles
Très mauvaise expérience car au mois de…,2020-12-22T19:39:41Z,1,Très mauvaise expérience car au mois de juillet j'ai parrainé ma filleule nous sommes au mois décembre à ce jour ni moi ni ma filleule avons reçu cette fameuse prime de parrainage.
Parfait,2020-12-22T18:15:18Z,5,"Tout ce qu'une bank en ligne doit avoir ! Pas comme certaine AUTRES qui n'ont rien compris au terme ""en ligne"" Je recommande a 104%"
Banque à fuir!,2020-12-22T17:17:39Z,1,Très prompt à prendre des frais (frais dossier succession de 300€ en l'occurence) mais pas pressé de stopper les mouvements automatiques entre compte et livret. Logique car très fructueux pour eux et générateurs d'agios: le compte se vide petit à petit vers Orange Bank. Inadmissible dans une telle situation!
J'ai un compte chez vous,2020-12-22T16:32:32Z,1,"J'ai un compte chez vous , je n'y ai pas accès"
Rien ne fonctionne !,2020-12-22T13:05:23Z,1,"Après avoir activé ma carte avec succès, j'ai bien reçu un e-mail me confirmant que ma carte était active. Le matin : impossible de retirer de l'argent ! Le midi : impossible de payer par carte (sans contact) ou avec le téléphone, dans 2 commerces différents."
Carte refusée,2020-12-22T11:37:53Z,1,Carte refusée et pourtant compte bien approvisinner et cela sur différent mois très désagréable
RAS pour l'instant.,2020-12-22T10:14:53Z,4,Mise en service du compte en banque rapide. Rien à signaler pour l'instant.
J'ai l'impression que ces notations ne…,2020-12-22T09:13:57Z,3,J'ai l'impression que ces notations ne sont jamais suivies d'effets et ne servservent à rien
Impossible de recevoir le mail…,2020-12-20T11:02:04Z,1,"Impossible de recevoir le mail identifiant, malgré multiplesss tentatives de notre conseiller de la boutique Orange qui lui et très professionnel. Nous avons quand même attendu 3heures sans résultat positif"
Conseiller pro et au top,2020-12-20T10:33:01Z,5,
Très satisfait,2020-12-19T16:15:04Z,4,
Dématérialisez le dépôt de chèque et vous serez parfait !,2020-12-19T10:28:54Z,4,"Il manque un système de dépôt de chèque en ligne, cruellement ! Aujourd'hui envoyer un courrier est devenu une démarche fastidieuse et encombrante du quotidien que tout le monde préférerait s'éviter d'autant plus que ça vous donnerait un argument marketing de poids, le dernier dont vous ayez besoin à mon sens, étant donné le nombre important de métiers et d'entreprises qui paient les salaires par chèque encore de nos jours comparé au nombre de banques ayant dématérialisé ce service. Pour le reste je suis content d'être enfin chez vous et je suis entièrement satisfait !"
Tres satisfaite de vos service,2020-12-18T23:43:10Z,5,
"bien explicite par le conseillier,et…",2020-12-16T21:03:05Z,5,"bien explicite par le conseillier,et tres rassurant"
Perplexe et inquiet,2020-12-16T15:29:09Z,1,"Ayant constaté une différence importante entre le total des opérations apparaissant sur l’application Orange Bank de mon IPhone et le solde du jour de mon compte affiché sur cette même application, je ne peux joindre aucun conseiller par téléphone ( 01.43.60.01.52 seul contact communiqué raccroche systématiquement au bout de quelques minutes d’attente infructueuse) et je n’ai aucune réponse aux réclamations que j’adresse via l’application. Que faire ?Rétrospectivement, si j’avais pu imaginer cela, je n’aurais jamais ouvert un compte auprès d’Orange Bank"
Super Bank,2020-12-16T11:36:53Z,4,Super Bank. Je conseille fortement.
Très bon service totalement satisfait,2020-12-16T10:46:49Z,5,
Bonjour,2020-12-16T10:04:28Z,1,"Bonjour, ce message pour signaler que orange bank et une entreprise qui vole ces clients,je la déconseille fortement . Je vais déposer plainte pour escroquerie en bande organiser, il me manque au minimum 156 euros sur mon compte depuis des mois qui ont disparu . Et sans aucune réponse de leur services . C’est une honte"
Dossier long à finaliser,2020-12-16T09:50:06Z,3,"Bonjour, de par mon expérience, c'est vraiment la qualité des instructions des conseillers chats qui est à améliorer ( l'accueil et la sympathie m'ont été très agréable, mais ce serait bien que ces conseillers puissent reprendre le dossier afin d'éviter la mauvaise compréhension du problème).En revanche, l'accueil de ces derniers et des conseillers téléphoniques étaient au top, à continuer car très agréable !"
Satisfait du service et de la réponse…,2020-12-15T17:14:17Z,4,Satisfait du service et de la réponse assez rapide lors d'un problème rencontré.
Impossible de valider l'ouverture d'un…,2020-12-15T16:17:14Z,1,Impossible de valider l'ouverture d'un compte pour ma compagne Ma carte orange ne marche pas et de plus impossible de payer avec un autre moyen de paiement comme tout simplement un virement .on ne vous le propose pas?Donc vous devez demandé a un ami de vous versé de l'argent sur votre compte afin de pouvoir validé votre ouverture pour le premier versement Bon on a appelè le service client en chat et la on vous renvoie le même lien qui ne marche pas avec ma carte car carte orange .Pas de possibilité de faire un virement depuis le compte en banque de ma compagne cherchez l'erreur ça tourne en rond C'est pourtant très simple si on ouvre un compte avec une carte chez orange pour ma compagne c'est bien pour avoir une carte sinon on en aurais pas besoinLa galère quoi!! Les experts en tchat pire que le robot !!! Ben du coup on vas changer de crémerie! très déçu dommage aucune solution proposée malgré plusieurs contacts en tchat et même au téléphone incompréhensible .Chez la concurrence tout est ok avec un virement direct ! Je pense que Orange méprise ses petits clients à mon avis personnel
Satisfait,2020-12-14T10:59:51Z,5,Très satisfait du résultat
"Cette banque possède un bon ""fond"" mais…",2020-12-14T10:53:22Z,1,"Cette banque possède un bon ""fond"" mais est terriblement inefficace si vous sortez de transactions basiques. Les paiements cartes à l'étranger sont refusés / bloqués. Et la carte est bloquée plusieurs jours par la suite. Djingo est stupide et pas de conseiller joignable... Pour faire des paiements à l'étranger on nous dit de faire des virements sauf que le délai est très long. Bref, si vous voyagez ou si vous avez des enfants, proches à l'étranger... fuyez !"
pas sérieux,2020-12-14T07:21:43Z,1,"Hello, nous sommes le 14/12 et mafemme n'a toujours pas recu sa nouvelle carte. Quelle banquedigne de ce nom laisse une cliente sans carte pendant 15 jours( et surement plus)."
Jeune Banque qui n'a rien à envier à…,2020-12-13T07:44:10Z,5,Jeune Banque qui n'a rien à envier à une autre grande banque.Très Satisfait de faire parti de leurs clients !
